x,y,objectid,globalid,fireoccurid,cn,revdate,firename,complexname,fireyear,uniqfireid,sofirenum,localfirenum,securityid,discoverydatetime,sizeclass,totalacres,statcause,comments,datasource,fireoutdatetime,owneragency,unitidowner,protectionagency,unitidprotect,latdd83,longdd83,firetypecategory,pointtype,perimexists,firerptqc,dbsourceid,dbsourcedate,accuracy,shape
-103.951083338,43.362361111,231058536,,,,2018/08/07 00:00:00+00,Agate,,2007,2007-NENBF-070850,023,07,0207,2007/08/15 00:00:00+00,D,204.83,Lightning,"Cannot find in GPC spreadsheet, listed in FIRESTAT - NE-NBF-070850  P2C64A; Edgemont, Hot Springs, and Minnekahta VFD responded. Grass cover; Attributes filled from FIRESTAT",20,2007/08/17 00:00:00+00,USFS,NENBF,USFS,NENBF,43.36236,-103.95108,WF,Unknown,N,Yes,0207,2024/09/24 04:01:17+00,,
-103.583611114,42.922499997,231058537,,,,2018/11/30 00:00:00+00,SUGARLOAF,,2010,2010-NENBF-100462,6,2,0207,2010/08/13 00:00:00+00,B,1,Railroad,NE-NBF-100462  P2FRC6,20,2010/08/16 00:00:00+00,USFS,NENBF,USFS,NENBF,42.9225,-103.58361,WF,Unknown,N,Yes,0207,2024/09/24 04:01:17+00,,
-101.117222216,42.727777779,231058538,,,,2018/02/01 00:00:00+00,DIAMOND BAR,,2010,2010-NENBF-100691,11,1,0207,2010/10/08 00:00:00+00,A,0.1,Lightning,P2EKU3 Ponderosa pine pole timber,20,2010/10/08 00:00:00+00,USFS,NENBF,USFS,NENBF,42.72778,-101.11722,WF,Unknown,N,Yes,0207,2024/09/24 04:01:17+00,,
-102.401111112,43.943055559,231058539,,,,2018/05/09 00:00:00+00,Sandy Flats,,2006,2006-NENBF-060588,012,04,0207,2006/07/13 00:00:00+00,D,132,Lightning,"NE-NBF-060588  P2B6TK, grass cover type, Report entered by Cory Richardson. Attributes filled in from FIRESTAT",20,2006/07/25 00:00:00+00,USFS,NENBF,USFS,NENBF,43.94306,-102.40111,WF,Unknown,N,Yes,0207,2024/09/24 04:01:17+00,,
-100.117071899,44.2452649,231058540,,,,2018/02/08 00:00:00+00,Sand Creek,,1995,,004,01,0207,1995/07/26 00:00:00+00,C,14,Lightning, ,00,1995/07/27 00:00:00+00,USFS,NENBF,USFS,NENBF,44.24526,-100.11707,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.390408325,42.85000148,231058541,,,,2018/02/01 00:00:00+00,Daniels,,1995,,007,02,0207,1995/08/28 00:00:00+00,B,1,Lightning,Ponderosa pine mature uncut,00,1995/08/29 00:00:00+00,USFS,NENBF,USFS,NENBF,42.85,-100.39041,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.298470374,44.073322379,231058542,,,,2018/02/08 00:00:00+00,DITCH CREEK,,1995,,009,02,0207,1995/09/15 00:00:00+00,C,11,Lightning, ,00,1995/09/16 00:00:00+00,USFS,NENBF,USFS,NENBF,44.07332,-100.29847,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.238465115,43.986375638,231058543,,,,2018/02/08 00:00:00+00,Stony Butte,,1995,,010,03,0207,1995/09/15 00:00:00+00,B,1,Lightning, ,00,1995/09/16 00:00:00+00,USFS,NENBF,USFS,NENBF,43.98638,-100.23847,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-101.019321786,42.749175958,231058544,,,,2018/02/01 00:00:00+00,ANDREWS,,1995,,011,03,0207,1995/09/15 00:00:00+00,C,50,Lightning,,00,1995/09/16 00:00:00+00,USFS,NENBF,USFS,NENBF,42.74918,-101.01932,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-101.019323875,42.691952464,231058545,,,,2018/02/01 00:00:00+00,HERON,,1995,,012,04,0207,1995/09/15 00:00:00+00,E,400,Lightning,,00,1995/09/17 00:00:00+00,USFS,NENBF,USFS,NENBF,42.69195,-101.01932,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.99987682,42.648888458,231058546,,,,2018/02/01 00:00:00+00,POWDERHORN,,1995,,013,05,0207,1995/09/15 00:00:00+00,D,100,Lightning,,00,1995/09/16 00:00:00+00,USFS,NENBF,USFS,NENBF,42.64889,-100.99988,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.921551182,42.634732423,231058547,,,,2018/02/01 00:00:00+00,SNAKE,,1995,,014,06,0207,1995/09/16 00:00:00+00,C,50,Lightning,,00,1995/09/16 00:00:00+00,USFS,NENBF,USFS,NENBF,42.63473,-100.92155,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.882376862,42.648891682,231058548,,,,2018/02/01 00:00:00+00,Rocky Ford,,1995,,015,07,0207,1995/09/29 00:00:00+00,B,2,Lightning,,00,1995/09/29 00:00:00+00,USFS,NENBF,USFS,NENBF,42.64889,-100.88238,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-101.834875035,43.847771915,231058549,,,,2018/04/17 00:00:00+00,HOLCOMB,,1996,,001,01,0207,1996/02/23 00:00:00+00,B,6,Undetermined,Attributes filled in from FIRESTAT,00,1996/02/23 00:00:00+00,USFS,NENBF,USFS,NENBF,43.84777,-101.83488,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.368758282,41.792221148,231058550,,,,2017/12/27 00:00:00+00,DOUBLE S #1,,1996,,004,1,0207,1996/07/03 00:00:00+00,C,10,Lightning,"If info from FIRESTAT ""fitted"" for most part, marked as verified",00,,USFS,NENBF,USFS,NENBF,41.79222,-100.36876,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.349586344,41.792223787,231058551,,,,2017/12/27 00:00:00+00,DOUBLE S #2,,1996,,005,2,0207,1996/07/03 00:00:00+00,C,15,Lightning,"If info from FIRESTAT ""fitted"" for most part, marked as verified",00,,USFS,NENBF,USFS,NENBF,41.79222,-100.34959,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.310984216,41.777780543,231058552,,,,2017/12/27 00:00:00+00,DOUBLE S #3,,1996,,006,3,0207,1996/07/03 00:00:00+00,B,5,Lightning,"If info from FIRESTAT ""fitted"" for most part, marked as verified",00,,USFS,NENBF,USFS,NENBF,41.77778,-100.31098,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.237072544,44.173040373,231058553,,,,2018/02/08 00:00:00+00,RIDINGS #1,,1996,,018,02,0207,1996/08/08 00:00:00+00,C,58,Equipment, ,00,1996/08/08 00:00:00+00,USFS,NENBF,USFS,NENBF,44.17304,-100.23707,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.237072544,44.173040373,231058554,,,,2018/02/08 00:00:00+00,RIDINGS #2,,1996,,019,03,0207,1996/08/08 00:00:00+00,B,6,Equipment, ,00,1996/08/08 00:00:00+00,USFS,NENBF,USFS,NENBF,44.17304,-100.23707,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.330137079,41.864997146,231058555,,,,2017/12/27 00:00:00+00,LOST,,1996,,020,4,0207,1996/08/03 00:00:00+00,B,3,Lightning,"If info from FIRESTAT ""fitted"" for most part, marked as verified",00,,USFS,NENBF,USFS,NENBF,41.865,-100.33014,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.40040863,44.083327925,231058556,,,,2018/02/08 00:00:00+00,SHERIFF DAM,,1996,,025,05,0207,1996/10/16 00:00:00+00,B,2,Lightning, ,00,1996/10/16 00:00:00+00,USFS,NENBF,USFS,NENBF,44.08333,-100.40041,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.500423091,42.00000086,231058557,,,,2023/03/23 00:00:00+00,THEDFORD,,1997,,001,1,0207,1997/03/20 00:00:00+00,G,9000,Smoking,"If info from FIRESTAT ""fitted"" for most part, marked as verified",00,,State,,State,,42,-100.50042,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-101.057098641,42.755004731,231058558,,,,2018/02/01 00:00:00+00,SESSLER,,1997,,007,02,0207,1997/07/01 00:00:00+00,C,20,Lightning,Ponderosa pine mature uncut,00,1997/07/01 00:00:00+00,USFS,NENBF,USFS,NENBF,42.755,-101.0571,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.392092728,41.853328771,231058559,,,,2017/12/27 00:00:00+00,ANTELOPE,,1997,,010,3,0207,1997/08/29 00:00:00+00,A,0.1,Lightning,"If info from FIRESTAT ""fitted"" for most part, marked as verified",00,,USFS,NENBF,USFS,NENBF,41.85333,-100.39209,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-101.088768833,42.771677983,231058560,,,,2018/02/01 00:00:00+00,TREES,,1997,,013,06,0207,1997/09/15 00:00:00+00,B,0.5,Lightning,Ponderosa pine mature uncut,00,1997/09/15 00:00:00+00,USFS,NENBF,USFS,NENBF,42.77168,-101.08877,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-101.060438734,42.678335232,231058561,,,,2018/02/01 00:00:00+00,Cormorant,,1998,,002,01,0207,1998/05/19 00:00:00+00,A,0.1,Lightning,P23007 Grass,00,1998/05/19 00:00:00+00,USFS,NENBF,USFS,NENBF,42.67834,-101.06044,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.507088155,41.980008491,231058562,,,,2023/03/23 00:00:00+00,R.E.A.,,1998,,005,2,0207,1998/06/16 00:00:00+00,B,2,Lightning,"If info from FIRESTAT ""fitted"" for most part, marked as verified",00,,State,,State,,41.98001,-100.50709,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.92376746,42.635000512,231058563,,,,2018/02/01 00:00:00+00,POWDERHORN,,1998,,013,3,0207,1998/09/19 00:00:00+00,D,117,Undetermined,P23018 Grass,00,1998/09/20 00:00:00+00,USFS,NENBF,USFS,NENBF,42.635,-100.92377,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.887093068,42.736676319,231058564,,,,2018/02/01 00:00:00+00,Sheets,,1998,,014,04,0207,1998/11/16 00:00:00+00,D,248,Smoking,P23156 Grass,00,1998/11/17 00:00:00+00,USFS,NENBF,USFS,NENBF,42.73668,-100.88709,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.117075007,44.214985903,231058565,,,,2018/02/08 00:00:00+00,TIMBERCREEK 29,,1999,,002,01,0207,1999/03/26 00:00:00+00,B,0.3,Debris/Open Burning, ,00,1999/03/26 00:00:00+00,USFS,NENBF,USFS,NENBF,44.21499,-100.11708,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.415417284,44.161659417,231058566,,,,2018/02/08 00:00:00+00,CALKINS,,1999,,006,02,0207,1999/07/22 00:00:00+00,B,5,Lightning, ,00,1999/07/22 00:00:00+00,USFS,NENBF,USFS,NENBF,44.16166,-100.41542,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.415417284,44.161659417,231058567,,,,2018/02/08 00:00:00+00,CALKINS 2,,1999,,007,03,0207,1999/07/23 00:00:00+00,B,2,Lightning, ,00,1999/07/23 00:00:00+00,USFS,NENBF,USFS,NENBF,44.16166,-100.41542,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.435415254,44.161651676,231058568,,,,2018/02/08 00:00:00+00,WAR CREEK WEST,,1999,,008,04,0207,1999/07/29 00:00:00+00,C,30,Lightning, ,00,1999/07/30 00:00:00+00,USFS,NENBF,USFS,NENBF,44.16165,-100.43542,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.43541464,44.189986718,231058569,,,,2018/02/08 00:00:00+00,WAR CREEK NORTH,,1999,,009,05,0207,1999/07/29 00:00:00+00,D,235,Lightning, ,00,1999/07/30 00:00:00+00,USFS,NENBF,USFS,NENBF,44.18999,-100.43541,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.975994666,42.740285322,231058570,,,,2018/02/01 00:00:00+00,STEER VALLEY,,1999,,011,01,0207,1999/08/20 00:00:00+00,E,660,Lightning,P23170 Grass,00,1999/08/21 00:00:00+00,USFS,NENBF,USFS,NENBF,42.74029,-100.97599,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.907096962,42.646672759,231058571,,,,2018/02/01 00:00:00+00,POWDER G,,1999,,012,02,0207,1999/08/20 00:00:00+00,A,0.1,Lightning,P23171 Grass,00,1999/08/21 00:00:00+00,USFS,NENBF,USFS,NENBF,42.64667,-100.9071,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.951816066,42.665002418,231058572,,,,2018/02/01 00:00:00+00,SOUTH FALLS SW,,1999,,013,03,0207,1999/08/20 00:00:00+00,C,40,Lightning,P23172 Grass,00,1999/08/21 00:00:00+00,USFS,NENBF,USFS,NENBF,42.665,-100.95182,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.948495182,42.657501726,231058573,,,,2018/02/01 00:00:00+00,SOUTH FALLS,,1999,,014,04,0207,1999/08/20 00:00:00+00,C,35,Lightning,P23173 Grass,00,1999/08/21 00:00:00+00,USFS,NENBF,USFS,NENBF,42.6575,-100.9485,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-101.002090795,42.780565068,231058574,,,,2018/02/01 00:00:00+00,HOCKEN,,1999,,015,05,0207,1999/08/20 00:00:00+00,C,40,Lightning,Grass P22317,00,1999/08/21 00:00:00+00,USFS,NENBF,USFS,NENBF,42.78057,-101.00209,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.117073872,44.201653481,231058575,,,,2018/02/08 00:00:00+00,PRAIRIE DOG,,1999,,019,06,0207,1999/08/27 00:00:00+00,E,345,Equipment, ,00,1999/08/28 00:00:00+00,USFS,NENBF,USFS,NENBF,44.20165,-100.11707,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.275414889,41.850000568,231058576,,,,2017/12/27 00:00:00+00,CAMP IV,,2000,,002,1,0207,2000/06/10 00:00:00+00,B,0.99,Lightning, ,00,,USFS,NENBF,USFS,NENBF,41.85,-100.27541,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.48708934,41.834999801,231058577,,,,2017/12/27 00:00:00+00,WEST HACKBERRY,,2000,,004,2,0207,2000/07/04 00:00:00+00,B,0.3,Lightning,"If info from FIRESTAT ""fitted"" for most part, marked as verified",00,,USFS,NENBF,USFS,NENBF,41.835,-100.48709,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.948762338,42.713338962,231058578,,,,2018/02/01 00:00:00+00,ARNOLD COW CAMP,,2000,,011,03,0207,2000/07/24 00:00:00+00,D,200,Lightning,P22865 Grass,00,2000/07/25 00:00:00+00,USFS,NENBF,USFS,NENBF,42.71334,-100.94876,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-101.850434503,43.758336397,231058579,,,,2018/05/09 00:00:00+00,RAKE CREEK,,2000,,012,01,0207,2000/07/15 00:00:00+00,C,60,Lightning,"Grass, P22866, Attributes filled in from FIRESTAT",00,2000/07/15 00:00:00+00,USFS,NENBF,USFS,NENBF,43.75834,-101.85043,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.338755471,44.044980598,231058580,,,,2018/02/08 00:00:00+00,TRIANGLE,,2000,,019,04,0207,2000/08/04 00:00:00+00,B,0.3,Lightning, ,00,2000/08/04 00:00:00+00,USFS,NENBF,USFS,NENBF,44.04498,-100.33876,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.338744273,44.0733153,231058581,,,,2018/02/08 00:00:00+00,BETWEEN THE HIWAYS,,2000,,020,05,0207,2000/08/04 00:00:00+00,A,0.2,Lightning, ,00,2000/08/04 00:00:00+00,USFS,NENBF,USFS,NENBF,44.07332,-100.33874,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.333751823,41.865000335,231058582,,,,2017/12/27 00:00:00+00,COYOTE SOUTH,,2000,,030,4,0207,2000/08/17 00:00:00+00,A,0.1,Lightning,"If info from FIRESTAT ""fitted"" for most part, marked as verified",00,,USFS,NENBF,USFS,NENBF,41.865,-100.33375,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.377083465,41.848335033,231058583,,,,2017/12/27 00:00:00+00,NATICK,,2000,,034,5,0207,2000/09/03 00:00:00+00,D,294,Lightning,"If info from FIRESTAT ""fitted"" for most part, marked as verified",00,,USFS,NENBF,USFS,NENBF,41.84834,-100.37708,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.390417034,41.878336635,231058584,,,,2017/12/27 00:00:00+00,GAME WARDEN,,2000,,035,6,0207,2000/09/03 00:00:00+00,A,0.1,Lightning,"If info from FIRESTAT ""fitted"" for most part, marked as verified",00,,USFS,NENBF,USFS,NENBF,41.87834,-100.39042,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.313746912,41.878337616,231058585,,,,2017/12/27 00:00:00+00,WELL 31,,2000,,036,7,0207,2000/09/03 00:00:00+00,A,0.1,Lightning,"If info from FIRESTAT ""fitted"" for most part, marked as verified",00,,USFS,NENBF,USFS,NENBF,41.87834,-100.31375,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-101.085858902,42.627038389,231058586,,,,2018/02/01 00:00:00+00,POWDERHORN,,2000,,44,11,0207,2000/09/17 00:00:00+00,H,45767,Lightning,,00,2000/09/23 00:00:00+00,USFS,NENBF,USFS,NENBF,42.62704,-101.08586,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.415423964,44.103319491,231058587,,,,2018/02/08 00:00:00+00,CHARCOAL,,2000,,045,10,0207,2000/09/18 00:00:00+00,A,0.1,Undetermined, ,00,2000/09/18 00:00:00+00,USFS,NENBF,USFS,NENBF,44.10332,-100.41542,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.283742203,44.259990006,231058588,,,,2018/02/08 00:00:00+00,HORSEY,,2000,,046,11,0207,2000/10/17 00:00:00+00,C,12.5,Undetermined, ,00,2000/10/17 00:00:00+00,USFS,NENBF,USFS,NENBF,44.25999,-100.28374,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.2125612,44.134087384,231058589,,,,2018/02/08 00:00:00+00,MALLARD,,2000,,047,12,0207,2000/10/24 00:00:00+00,C,48,Equipment, ,00,2000/10/25 00:00:00+00,USFS,NENBF,USFS,NENBF,44.13409,-100.21256,WF,Unknown,N,Yes,0207,2024/09/24 04:01:17+00,,
-100.304587204,41.856943836,231058590,,,,2017/12/27 00:00:00+00,ATV,,2001,,009,1,0207,2001/08/11 00:00:00+00,A,0.1,Undetermined, ,00,,USFS,NENBF,USFS,NENBF,41.85694,-100.30459,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.127752331,44.129694944,231058591,,,,2018/02/08 00:00:00+00,CEDAR CREEK,,2001,,013,03,0207,2001/08/28 00:00:00+00,D,239,Equipment, ,00,2001/08/29 00:00:00+00,USFS,NENBF,USFS,NENBF,44.12969,-100.12775,WF,Unknown,N,Yes,0207,2024/09/24 04:01:17+00,,
-103.186081063,42.643637767,231058592,,,,2019/02/07 00:00:00+00,Chimney Butte,,2003,,023,7,0207,2003/08/19 00:00:00+00,C,10,Lightning,"GMason feels FIRESTAT might be wrong, typo errors, filled in attributes with fire that matched SDE Chimney Butte not Chimney",00,2003/08/24 00:00:00+00,USFS,NENBF,USFS,NENBF,42.64364,-103.18608,WF,Unknown,N,Yes,0207,2024/09/24 04:01:17+00,,
-103.104058671,42.671940922,231058593,,,,2019/02/07 00:00:00+00,Coffee Mill,,2004,,007,3,0207,2004/07/19 00:00:00+00,B,0.3,Lightning,"Changed name from Coffee to Coffee Mill, info matched FIRESTAT for Mill fire",02,2004/07/22 00:00:00+00,USFS,NENBF,USFS,NENBF,42.67194,-103.10406,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-102.167150317,43.951033329,231058594,,,,2018/04/16 00:00:00+00,115,,2005,2005-NENBF-050193,003,02,0207,2005/03/16 00:00:00+00,B,4,Equipment,"NE-NBF-050193  P2BLK3, Grass cover type, Wall VFD responded to the fire with Tender 2, Engine 1 and Brush trucks 3 and 4.  Fire apparently started by a blown tire from a vehicle driving along Interstate 90.",02,2005/03/16 00:00:00+00,USFS,NENBF,USFS,NENBF,43.95103,-102.16715,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-104.008337195,42.954566305,231058595,,,,2018/11/30 00:00:00+00,Broken Gate,,2003,,9,5,0207,2003/07/26 00:00:00+00,B,4.8,Lightning,"Grass; P25555; Filled in attributes from FIRESTAT",03,2003/07/31 00:00:00+00,USFS,NENBF,USFS,NENBF,42.95457,-104.00834,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-103.577981505,42.719974266,231058596,,,,2018/02/13 00:00:00+00,BOUNDARY,,1994,,005,03,0207,1994/06/05 00:00:00+00,B,2,Lightning, ,00,1994/06/05 00:00:00+00,USFS,NENBF,USFS,NENBF,42.71997,-103.57798,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-102.950557808,42.745290381,231058597,,,,2019/02/07 00:00:00+00,Pigeon Roost,,2003,,008,4,0207,2003/08/04 00:00:00+00,B,0.3,Lightning,"FIRESTAT does not seem to match, GMason feels error in FIRESTAT Township",00,2003/08/02 00:00:00+00,USFS,NENBF,USFS,NENBF,42.74529,-102.95056,WF,Unknown,N,Yes,0207,2024/09/24 04:01:17+00,,
-102.917142624,42.742958343,231058598,,,,2019/02/07 00:00:00+00,Mutal Aid,,2003,,,,0207,2003/08/04 00:00:00+00,A,0.1,Undetermined,Could not find in FIRESTAT,00,,USFS,NENBF,USFS,NENBF,42.74296,-102.91714,WF,Unknown,N,NA,0207,2024/09/24 04:01:17+00,,
-103.002899446,42.770533519,231058599,,,,2019/02/07 00:00:00+00,Slicker,,2003,,010,6,0207,2003/08/04 00:00:00+00,A,0.2,Lightning,Not sure if this is the same fire in FIRESTAT - added attributes to match Slicker except for DiscoveryDate,00,2003/08/02 00:00:00+00,USFS,NENBF,USFS,NENBF,42.77053,-103.0029,WF,Unknown,N,Yes,0207,2024/09/24 04:01:17+00,,
-102.75222557,43.874170464,231058600,,,,2018/08/24 00:00:00+00,Cole 3,,2005,2005-NENBF-050825,016,09,0207,2005/08/07 00:00:00+00,C,15.6,Lightning,"NE-NBF-050825  P2BEW8;  Folsom VFD responded. Grass cover type . Attributes filled in from FIRESTAT",00,,USFS,NENBF,USFS,NENBF,43.87417,-102.75223,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-102.757783248,43.872791397,231058601,,,,2018/08/06 00:00:00+00,Cole 2,,2005,2005-NENBF-050824,015,08,0207,2005/08/07 00:00:00+00,B,5,Lightning,"NE-NBF-050824  P2BEW8; Grass cover type. Folsom VFD's Responded. Attributes filled in from FIRESTAT",00,2005/08/10 00:00:00+00,USFS,NENBF,USFS,NENBF,43.87279,-102.75778,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-102.770831432,43.88201742,231058602,,,,2018/08/06 00:00:00+00,Cole 1,,2005,2005-NENBF-050823,014,07,0207,2005/08/07 00:00:00+00,C,12.3,Lightning,"NE-NBF-050823  P2BEW8; Folsom VFD responded. Attributes filled in from FIRESTAT",00,2005/08/10 00:00:00+00,USFS,NENBF,USFS,NENBF,43.88202,-102.77083,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-103.673402666,43.066366571,231058603,,,,2018/08/07 00:00:00+00,DUCK CREEK,,2009,2009-NENBF-090361,006,02,0207,2009/07/24 00:00:00+00,E,342.95,Railroad,"NE-NBF-090361 P2E2W4; Fire started on Fed lands and burned onto pvt lands. Responders were Cadcade, Oelrichs, Ardmore, Edgemont, Minnekahta, Hot Springs VFDs and SD Wildland fire. Grass cover. Attributes filled from FIRESTAT",02,2009/07/28 00:00:00+00,USFS,NENBF,USFS,NENBF,43.06637,-103.6734,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-100.309877418,41.891185745,231058604,,,,2017/12/27 00:00:00+00,Scenic,,2009,2009-NENBF-090580,13,1,0207,2009/09/12 00:00:00+00,B,1.6,Lightning,NE-NBF-090580  P2EKU3,02,,USFS,NENBF,USFS,NENBF,41.89119,-100.30988,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-102.972696101,42.668305403,231058605,,,,2019/02/07 00:00:00+00,Shorty,,1970,,001,01,0207,1970/05/07 00:00:00+00,A,0.1,Lightning,Other databases/records may call it Benton #1,20,,Private,,Private,,42.66831,-102.9727,WF,Unknown,N,Yes,0207,2024/09/24 04:01:17+00,,
-103.985807506,43.232126891,231058606,,,,2018/08/07 00:00:00+00,Coffee Flat Road,,2010,2010-NENBF-100467,007,03,0207,2010/08/15 00:00:00+00,B,3.62,Undetermined,"NE-NBF-100467  P2FRQ0; Report submitted by Telca Paprocki. Grass cover type. Attributes filled in from FIRESTAT",03,2010/08/18 00:00:00+00,USFS,NENBF,USFS,NENBF,43.23213,-103.98581,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-102.686561819,43.895285797,231058607,,,,2018/08/07 00:00:00+00,Cole,,2010,2010-NENBF-100449,005,02,0207,2010/08/09 00:00:00+00,C,13.8,Lightning,"NE-NBF-100449  P2EKU3; Fire started on FS lands and burned onto PVT. Report submitted by Matt Tschacher. Grass cover type. Attributes filled in from FIRESTAT",03,2010/08/12 00:00:00+00,USFS,NENBF,USFS,NENBF,43.89529,-102.68656,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-103.915032814,43.289310898,231058608,,,,2018/08/07 00:00:00+00,Dry Creek,,2010,2010-NENBF-100468,008,04,0207,2010/08/15 00:00:00+00,A,0.1,Undetermined,"NE-NBF-100468  P2FRR3; Report submitted by Telca Paprocki. Grass cover type. Attributes filled in from FIRESTAT",03,,USFS,NENBF,USFS,NENBF,43.28931,-103.91503,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-102.814901437,43.681615498,231058609,,,,2018/08/07 00:00:00+00,Red Shirt Creek,,2010,2010-NENBF-100382,002,01,0207,2010/07/23 00:00:00+00,C,97,Lightning,"NE-NBF-100382  P2EKU3; Red Shirt Fire started and was contained on FS lands. Controlled by local VFD and Fed resources. Prepared by Matt Tschacher. Grass cover type. Attributes filled in from FIRESTAT",03,2010/07/31 00:00:00+00,USFS,NENBF,USFS,NENBF,43.68162,-102.8149,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
-102.195787357,43.977123828,231058610,,,,2018/04/18 00:00:00+00,Mile Marker 114,,2010,2010-NENBF-100400,004,01,0207,2010/07/30 00:00:00+00,A,0.1,Undetermined,"NE-NBF-100400 P2FN4U, grass cover type, Report entered by Cory Richardson",03,2010/08/02 00:00:00+00,USFS,NENBF,USFS,NENBF,43.97712,-102.19579,WF,Unknown,N,Yes,0207,2024/09/24 04:01:17+00,,
-100.35178743,44.034030141,231058611,,,,2019/02/11 00:00:00+00,CUTOFF,,2000,,014,03,0207,2000/07/31 00:00:00+00,B,5,Equipment, ,00,2000/07/31 00:00:00+00,USFS,NENBF,USFS,NENBF,44.03403,-100.35179,WF,Unknown,Y,Yes,0207,2024/09/24 04:01:17+00,,
